semantics 1
# The behaviour fingerprint. See docs/SEMANTICS-VERSION.md §5.
# scenario/pos kind command | verdict | T[trades] E[events] | state last mark bid ask counters | digest

== fifo (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
capped-decrement-shard3/0237 REDUCE      u3 <-226 to 5            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=104 mark=0 bid=- ask=101:1 n=1 oid=154 tid=27 eid=228 | 096e418765862a82
capped-decrement-shard3/0238 SUBMIT      u1 S L 104x7 GTC+DECREMENT | REJECTED:TRADING_HALTED      | T[] E[REJECTED#844424930132123/TRADING_HALTED/REJECTED/0] | HALTED last=104 mark=0 bid=- ask=101:1 n=1 oid=155 tid=27 eid=229 | 423f044b0fc2d137
capped-decrement-shard3/0239 SUBMIT      u0 S L 99x4 FOK+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#844424930132124/TRADING_HALTED/REJECTED/0] | HALTED last=104 mark=0 bid=- ask=101:1 n=1 oid=156 tid=27 eid=230 | 7bc989f35dab8c1f

== auction (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
auction/0000 SET_PHASE   PRE_OPEN                 | OK uncross=0                 | T[] E[CANCEL_ONLY#0] | PRE_OPEN last=0 mark=0 bid=- ask=- n=0 oid=0 tid=0 eid=1 | a37a746d28580a91
auction/0001 SUBMIT      u3 S L 101x9 GTC+g1      | NEW                          | T[] E[ACCEPTED#1/NEW/0 ACCEPTED#1/NEW/0] | PRE_OPEN last=0 mark=0 bid=- ask=101:9 n=1 oid=1 tid=0 eid=3 | 1ad644c574bfdca7
auction/0002 SUBMIT      u7 S L 99x6 GTC          | NEW                          | T[] E[ACCEPTED#2/NEW/0 ACCEPTED#2/NEW/0] | PRE_OPEN last=0 mark=0 bid=- ask=99:6 n=2 oid=2 tid=0 eid=5 | 7ef95c9e0c4b3e80
auction/0003 SUBMIT      u2 S L 100x5 GTC         | NEW                          | T[] E[ACCEPTED#3/NEW/0 ACCEPTED#3/NEW/0] | PRE_OPEN last=0 mark=0 bid=- ask=99:6 n=3 oid=3 tid=0 eid=7 | aea37d915db578bc
auction/0004 SUBMIT      u2 B L 102x1 GTC         | NEW                          | T[] E[ACCEPTED#4/NEW/0 ACCEPTED#4/NEW/0] | PRE_OPEN last=0 mark=0 bid=102:1 ask=99:6 n=4 oid=4 tid=0 eid=9 | 57a2edca2ebe07c4
auction/0005 SUBMIT      u6 B L 99x2 GTC          | NEW                          | T[] E[ACCEPTED#5/NEW/0 ACCEPTED#5/NEW/0] | PRE_OPEN last=0 mark=0 bid=102:1 ask=99:6 n=5 oid=5 tid=0 eid=11 | 14900fd823b91311
auction/0006 SUBMIT      u3 B L 99x7 IOC          | NEW                          | T[] E[ACCEPTED#6/NEW/0 ACCEPTED#6/NEW/0] | PRE_OPEN last=0 mark=0 bid=102:1 ask=99:6 n=6 oid=6 tid=0 eid=13 | 13e9d328bfdc87b9
auction/0007 SUBMIT      u0 S L 102x4 GTC         | NEW                          | T[] E[ACCEPTED#7/NEW/0 ACCEPTED#7/NEW/0] | PRE_OPEN last=0 mark=0 bid=102:1 ask=99:6 n=7 oid=7 tid=0 eid=15 | cce25cab1ec5fa06
auction/0008 SUBMIT      u4 B L 102x1 GTC         | NEW                          | T[] E[ACCEPTED#8/NEW/0 ACCEPTED#8/NEW/0] | PRE_OPEN last=0 mark=0 bid=102:2 ask=99:6 n=8 oid=8 tid=0 eid=17 | dd64f5b4bad2f780
auction/0009 SUBMIT      u1 B L 105x7 IOC         | NEW                          | T[] E[ACCEPTED#9/NEW/0 ACCEPTED#9/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=99:6 n=9 oid=9 tid=0 eid=19 | fe0f2026c6787958
auction/0010 SUBMIT      u5 S L 98x1 GTC          | NEW                          | T[] E[ACCEPTED#10/NEW/0 ACCEPTED#10/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=10 oid=10 tid=0 eid=21 | 81d249b138c8895d
auction/0011 SUBMIT      u1 S L 99x6 GTC          | NEW                          | T[] E[ACCEPTED#11/NEW/0 ACCEPTED#11/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=11 oid=11 tid=0 eid=23 | ba2c7273ad4259c9
auction/0012 SUBMIT      u7 S L 104x8 GTC+g1      | NEW                          | T[] E[ACCEPTED#12/NEW/0 ACCEPTED#12/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=12 oid=12 tid=0 eid=25 | f3d8845423ba433e
auction/0013 SUBMIT      u0 B L 97x6 GTC          | NEW                          | T[] E[ACCEPTED#13/NEW/0 ACCEPTED#13/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=13 oid=13 tid=0 eid=27 | 478ce69372d4043f
auction/0014 SUBMIT      u0 S L 103x4 GTC         | NEW                          | T[] E[ACCEPTED#14/NEW/0 ACCEPTED#14/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=14 oid=14 tid=0 eid=29 | f4cb883fef52ac74
auction/0015 SUBMIT      u7 S L 103x7 GTC         | NEW                          | T[] E[ACCEPTED#15/NEW/0 ACCEPTED#15/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:7 ask=98:1 n=15 oid=15 tid=0 eid=31 | 289e9fc85f992fec
auction/0016 SUBMIT      u7 B L 105x3 GTC+PO      | NEW                          | T[] E[ACCEPTED#16/NEW/0 ACCEPTED#16/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:10 ask=98:1 n=16 oid=16 tid=0 eid=33 | 3da966e369332e72
auction/0017 SUBMIT      u7 S L 105x8 GTC+g2      | NEW                          | T[] E[ACCEPTED#17/NEW/0 ACCEPTED#17/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:10 ask=98:1 n=17 oid=17 tid=0 eid=35 | 4ca3a48c57f54c3d
auction/0018 SUBMIT      u3 S L 105x1 GTC         | NEW                          | T[] E[ACCEPTED#18/NEW/0 ACCEPTED#18/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:10 ask=98:1 n=18 oid=18 tid=0 eid=37 | 4fad82ad09cc6c71
auction/0019 SUBMIT      u5 S L 95x6 GTC          | NEW                          | T[] E[ACCEPTED#19/NEW/0 ACCEPTED#19/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:10 ask=95:6 n=19 oid=19 tid=0 eid=39 | 12eab79d28b12074
auction/0020 SUBMIT      u4 B L 103x1 GTC         | NEW                          | T[] E[ACCEPTED#20/NEW/0 ACCEPTED#20/NEW/0] | PRE_OPEN last=0 mark=0 bid=105:10 ask=95:6 n=20 oid=20 tid=0 eid=41 | c00c62e880fa943e
auction/0021 SET_PHASE   OPEN                     | OK uncross=8                 | T[1:99x6 b9 s19 B seq1 auc 2:99x1 b9 s10 B seq2 auc 3:99x1 b20 s2 B seq3 auc 4:99x1 b4 s2 B seq4 auc 5:99x1 b8 s2 B seq5 auc 6:99x2 b5 s2 B seq6 auc 7:99x1 b6 s2 B seq7 auc 8:99x6 b6 s11 B seq8 auc] E[TRADE#9/99x6 TRADE#9/99x1 CANCELED#16/SELF_TRADE_NOT_ALLOWED/CANCELLED/0 TRADE#20/99x1 TRADE#4/99x1 TRADE#8/99x1 TRADE#5/99x2 TRADE#6/99x1 TRADE#6/99x6 RESUMED#0] | OPEN last=0 mark=0 bid=97:6 ask=100:5 n=9 oid=20 tid=8 eid=51 | 89fabbdd39aefbc0
auction/0022 SUBMIT      u5 S L 105x5 GTC         | NEW                          | T[] E[ACCEPTED#21/NEW/0] | OPEN last=0 mark=0 bid=97:6 ask=100:5 n=10 oid=21 tid=8 eid=52 | b99208685b2034ad
auction/0023 SUBMIT      u4 B L 98x5 GTC          | NEW                          | T[] E[ACCEPTED#22/NEW/0] | OPEN last=0 mark=0 bid=98:5 ask=100:5 n=11 oid=22 tid=8 eid=53 | d063a00abc9069e6
auction/0024 SUBMIT      u5 B L 98x1 GTC          | NEW                          | T[] E[ACCEPTED#23/NEW/0] | OPEN last=0 mark=0 bid=98:6 ask=100:5 n=12 oid=23 tid=8 eid=54 | 4d02891e1ca41c5d
auction/0025 CANCEL      u4 <-20                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=0 mark=0 bid=98:6 ask=100:5 n=12 oid=23 tid=8 eid=54 | 4d02891e1ca41c5d
auction/0026 SUBMIT      u0 S L 98x5 GTC          | FILLED                       | T[9:98x5 b22 s24 m22 t24 S seq9] E[ACCEPTED#24/FILLED/5 TRADE#24/98x5] | OPEN last=98 mark=0 bid=98:1 ask=100:5 n=11 oid=24 tid=9 eid=56 | a4ba5df45cfb54f3
auction/0027 CANCEL      u5 <-19                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=98:1 ask=100:5 n=11 oid=24 tid=9 eid=56 | a4ba5df45cfb54f3
auction/0028 CANCEL      u6 <-5                   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=98:1 ask=100:5 n=11 oid=24 tid=9 eid=56 | a4ba5df45cfb54f3
auction/0029 SUBMIT      u2 S L 97x5 GTC          | FILLED                       | T[10:98x1 b23 s25 m23 t25 S seq10 11:97x4 b13 s25 m13 t25 S seq11] E[ACCEPTED#25/FILLED/5 TRADE#25/98x1 TRADE#25/97x4] | OPEN last=97 mark=0 bid=97:2 ask=100:5 n=10 oid=25 tid=11 eid=59 | 6cdfe26ca4b3c987
auction/0030 SUBMIT      u5 S L 105x9 GTC+ALLOW   | NEW                          | T[] E[ACCEPTED#26/NEW/0] | OPEN last=97 mark=0 bid=97:2 ask=100:5 n=11 oid=26 tid=11 eid=60 | cf599b3ad2a7bbbc
auction/0031 SUBMIT      u4 B L 104x6 GTC         | FILLED                       | T[12:100x5 b27 s3 m3 t27 B seq12 13:101x1 b27 s1 m1 t27 B seq13] E[ACCEPTED#27/FILLED/6 TRADE#27/100x5 TRADE#27/101x1] | OPEN last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=27 tid=13 eid=63 | 30399fdca4cce339
auction/0032 RESUME                               | OK                           | T[] E[] | OPEN last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=27 tid=13 eid=63 | 30399fdca4cce339
auction/0033 SUBMIT      u6 S L 102x1 GTC+CANCEL_OLDEST | NEW                          | T[] E[ACCEPTED#28/NEW/0] | OPEN last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=28 tid=13 eid=64 | 4f84395e31526af6
auction/0034 SUBMIT      u2 S L 102x7 GTC         | NEW                          | T[] E[ACCEPTED#29/NEW/0] | OPEN last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=29 tid=13 eid=65 | 4f6b0f42a4f6f030
auction/0035 HALT                                 | OK                           | T[] E[HALTED#0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=29 tid=13 eid=66 | 1fbcf953677a1e07
auction/0036 SUBMIT      u7 B L 95x3 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#30/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=30 tid=13 eid=67 | 4e10dd8ef5f4b08a
auction/0037 SUBMIT      u5 B L 96x2 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#31/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=31 tid=13 eid=68 | 34cd8bb2d0fb00e0
auction/0038 SUBMIT      u7 B L 98x6 FOK          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#32/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=32 tid=13 eid=69 | 12c511441309a033
auction/0039 SUBMIT      u1 S L 98x2 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#33/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=12 oid=33 tid=13 eid=70 | aa7d1bab5b98d1c4
auction/0040 REPLACE     u7 S L 105x1 GTC <-17    | REJECTED:TRADING_HALTED      | T[] E[CANCELED#17/CANCELLED/0 REJECTED#34/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=34 tid=13 eid=72 | ef1d9f34d0378295
auction/0041 SUBMIT      u1 S L 103x3 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#35/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=35 tid=13 eid=73 | 545fa5d4562d8884
auction/0042 SUBMIT      u5 B L 104x1 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#36/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=36 tid=13 eid=74 | abda791c2a900e4b
auction/0043 SUBMIT      u4 S L 105x3 GTC+CANCEL_NEWEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#37/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=37 tid=13 eid=75 | 158abef5fe6ae90b
auction/0044 SUBMIT      u1 B L 102x7 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#38/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=38 tid=13 eid=76 | 651b0524589f0940
auction/0045 SUBMIT      u3 S L 101x9 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#39/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=39 tid=13 eid=77 | f767e7ce3a7158ee
auction/0046 SUBMIT      u1 S L 98x8 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#40/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=40 tid=13 eid=78 | c96a05b24f11468c
auction/0047 CANCEL      u5 <-37                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=40 tid=13 eid=78 | c96a05b24f11468c
auction/0048 SUBMIT      u3 B L 101x5 GTC+CANCEL_OLDEST+g1 | REJECTED:TRADING_HALTED      | T[] E[REJECTED#41/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=41 tid=13 eid=79 | 7f9603dcbb708681
auction/0049 REDUCE      u0 <-26 to 4             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=41 tid=13 eid=79 | 7f9603dcbb708681
auction/0050 SUBMIT      u5 B L 101x4 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#42/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=42 tid=13 eid=80 | 507449e3ccde14c2
auction/0051 SUBMIT      u3 S L 100x6 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#43/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=43 tid=13 eid=81 | d14085b32c117d71
auction/0052 SUBMIT      u5 B L 97x5 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#44/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=44 tid=13 eid=82 | a876b003659bb414
auction/0053 SUBMIT      u6 S L 98x9 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#45/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=45 tid=13 eid=83 | e8d8a71af60a9da4
auction/0054 SUBMIT      u7 B L 102x3 FOK+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#46/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=46 tid=13 eid=84 | 83587e75f9e1f29d
auction/0055 SUBMIT      u4 S L 103x9 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#47/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=47 tid=13 eid=85 | 2dfbcfd528b97d9b
auction/0056 SUBMIT      u5 S L 99x4 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#48/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=48 tid=13 eid=86 | 6195c7590f77c837
auction/0057 SUBMIT      u4 S L 101x3 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#49/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=49 tid=13 eid=87 | ed59e8d17f49db00
auction/0058 CANCEL      u6 <-34                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=49 tid=13 eid=87 | ed59e8d17f49db00
auction/0059 SUBMIT      u4 S L 96x3 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#50/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=50 tid=13 eid=88 | aa5c66628d972f2b
auction/0060 CANCEL      u3 <-45                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=50 tid=13 eid=88 | aa5c66628d972f2b
auction/0061 REDUCE      u5 <-54 to 2             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=50 tid=13 eid=88 | aa5c66628d972f2b
auction/0062 SUBMIT      u2 S L 99x9 GTC+PO       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#51/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=51 tid=13 eid=89 | acdeecb1155451e5
auction/0063 SUBMIT      u5 B L 99x7 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#52/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=52 tid=13 eid=90 | 492c7bf88beb6983
auction/0064 SUBMIT      u5 B L 104x6 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#53/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=53 tid=13 eid=91 | 35a991bfda607c11
auction/0065 SUBMIT      u7 B L 98x7 IOC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#54/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=54 tid=13 eid=92 | 01945a25d608aa87
auction/0066 SUBMIT      u2 S L 98x7 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#55/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=55 tid=13 eid=93 | 83fb09ae15af9184
auction/0067 SUBMIT      u7 S L 105x8 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#56/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=56 tid=13 eid=94 | 491393201e61a114
auction/0068 SUBMIT      u1 B L 98x2 GTC+g2       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#57/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=57 tid=13 eid=95 | 68b3e360c3dfde18
auction/0069 SUBMIT      u5 B L 101x1 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#58/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=58 tid=13 eid=96 | 84d12957e1eb0b98
auction/0070 SUBMIT      u4 B L 103x9 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#59/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=59 tid=13 eid=97 | 307bed7a4c078794
auction/0071 SUBMIT      u6 B L 102x6 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#60/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=60 tid=13 eid=98 | b5eb5372a4c2bbcc
auction/0072 REPLACE     u4 S L 105x2 GTC <-55    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=60 tid=13 eid=98 | b5eb5372a4c2bbcc
auction/0073 SUBMIT      u3 S L 98x8 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#61/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=61 tid=13 eid=99 | 7515c33cbd01832e
auction/0074 SUBMIT      u2 S L 96x3 GTC+ALLOW    | REJECTED:TRADING_HALTED      | T[] E[REJECTED#62/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=62 tid=13 eid=100 | 246f65524af77a06
auction/0075 SUBMIT      u2 B L 96x7 FOK          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#63/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=63 tid=13 eid=101 | da8df629a95d458d
auction/0076 SUBMIT      u4 S L 98x3 FOK          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#64/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=64 tid=13 eid=102 | c3ce81353de342b7
auction/0077 SUBMIT      u3 S L 105x7 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#65/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=65 tid=13 eid=103 | a430b782bb9fbb76
auction/0078 REPLACE     u4 B L 98x1 GTC <-55     | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=65 tid=13 eid=103 | a430b782bb9fbb76
auction/0079 SUBMIT      u0 S L 97x9 FOK          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#66/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=66 tid=13 eid=104 | d7a8093ddd05c615
auction/0080 REDUCE      u4 <-78 to 4             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=66 tid=13 eid=104 | d7a8093ddd05c615
auction/0081 SUBMIT      u4 B L 103x8 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#67/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=67 tid=13 eid=105 | d4f266e24eebf07f
auction/0082 SUBMIT      u0 B L 103x1 GTC+CANCEL_BOTH | REJECTED:TRADING_HALTED      | T[] E[REJECTED#68/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=68 tid=13 eid=106 | c3d89c4f98907119
auction/0083 SUBMIT      u7 B L 104x1 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#69/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=69 tid=13 eid=107 | 3c9b3df4acc96ae4
auction/0084 CANCEL_ALL  u1                       | CANCELLED n=0                | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=11 oid=69 tid=13 eid=107 | 3c9b3df4acc96ae4
auction/0085 CANCEL_ALL  u2                       | CANCELLED n=1                | T[] E[CANCELED#29/CANCELLED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=69 tid=13 eid=108 | 4e24b04ba5740302
auction/0086 CANCEL      u2 <-62                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=69 tid=13 eid=108 | 4e24b04ba5740302
auction/0087 SUBMIT      u3 B L 103x7 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#70/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=70 tid=13 eid=109 | a86e01c94d797c15
auction/0088 SUBMIT      u7 S L 103x5 GTC+PO      | REJECTED:TRADING_HALTED      | T[] E[REJECTED#71/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=71 tid=13 eid=110 | 79708f769ce0f3b7
auction/0089 SUBMIT      u5 B L 103x4 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#72/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=72 tid=13 eid=111 | 8b65867d8c8b7d45
auction/0090 SUBMIT      u7 S L 103x3 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#73/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=73 tid=13 eid=112 | 551eef7ace6117b8
auction/0091 SUBMIT      u4 B L 100x2 GTC+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#74/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=74 tid=13 eid=113 | 1cba58413fc35b58
auction/0092 SUBMIT      u7 S L 100x4 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#75/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=75 tid=13 eid=114 | 99b5e2233741e788
auction/0093 REPLACE     u2 B L 101x8 GTC <-75    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=75 tid=13 eid=114 | 99b5e2233741e788
auction/0094 SUBMIT      u5 B L 98x6 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#76/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=76 tid=13 eid=115 | f7a79ca2d947bcd8
auction/0095 SUBMIT      u4 S L 100x5 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#77/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=77 tid=13 eid=116 | 54bd8397d859dfde
auction/0096 SUBMIT      u2 B L 95x8 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#78/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=78 tid=13 eid=117 | a52616cb59184be6
auction/0097 SUBMIT      u3 S L 101x9 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#79/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=79 tid=13 eid=118 | d29736113931d439
auction/0098 HALT                                 | OK                           | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=79 tid=13 eid=118 | d29736113931d439
auction/0099 SUBMIT      u1 S L 96x5 GTC+g1       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#80/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=80 tid=13 eid=119 | 26b08bfb466622e3
